Town_County,Town,Town_Type,County,Year,Total_Rev,Total_Expenses,All_Tax_Rev,Real_Estat,Fed_Money,State_Money,MtoM,Population,Per_C_Tax,Per_C_Rev,Per_C_Ex
tioga twp tioga,tioga twp,Second Class Township,tioga,2015,1767509.0,568330.0,254385.0,138609.0,0.0,1450532.0,2809.0,991,256.7,1783.56,573.49
tioga twp tioga,tioga twp,Second Class Township,tioga,2016,436080.0,1231418.0,237110.0,132467.0,0.0,171205.0,0.0,991,239.26,440.04,1242.6
tioga twp tioga,tioga twp,Second Class Township,tioga,2017,761244.0,733868.0,248191.0,138142.0,0.0,182229.0,0.0,991,250.45,768.16,740.53
ward twp tioga,ward twp,Second Class Township,tioga,2010,242524.0,180972.0,77644.0,54908.0,0.0,116378.0,1178.0,166,467.73,1460.99,1090.19
ward twp tioga,ward twp,Second Class Township,tioga,2011,321918.0,283823.0,80416.0,55825.0,87661.0,119965.0,38.0,166,484.43,1939.27,1709.78
ward twp tioga,ward twp,Second Class Township,tioga,2012,840011.0,243567.0,76259.0,55956.0,0.0,619165.0,1234.0,166,459.39,5060.31,1467.27
ward twp tioga,ward twp,Second Class Township,tioga,2013,784917.0,552403.0,81479.0,59761.0,0.0,664776.0,1869.0,166,490.84,4728.42,3327.73
ward twp tioga,ward twp,Second Class Township,tioga,2014,701577.0,550525.0,88768.0,60406.0,0.0,596485.0,704.0,166,534.75,4226.37,3316.42
ward twp tioga,ward twp,Second Class Township,tioga,2015,646346.0,623761.0,83916.0,60472.0,0.0,530018.0,1212.0,166,505.52,3893.65,3757.6
ward twp tioga,ward twp,Second Class Township,tioga,2016,716315.0,710668.0,94366.0,59187.0,0.0,472233.0,0.0,166,568.47,4315.15,4281.13
ward twp tioga,ward twp,Second Class Township,tioga,2017,532658.0,445159.0,81639.0,61620.0,0.0,433131.0,0.0,166,491.8,3208.78,2681.68
westfield twp tioga,westfield twp,Second Class Township,tioga,2010,323238.0,272485.0,142307.0,45950.0,0.0,88799.0,7524.0,1047,135.92,308.73,260.25
westfield twp tioga,westfield twp,Second Class Township,tioga,2011,321768.0,372001.0,142699.0,45001.0,0.0,94225.0,3853.0,1047,136.29,307.32,355.3
westfield twp tioga,westfield twp,Second Class Township,tioga,2012,490449.0,489858.0,131869.0,45596.0,0.0,275200.0,2707.0,1047,125.95,468.43,467.87
westfield twp tioga,westfield twp,Second Class Township,tioga,2013,389188.0,392811.0,122209.0,46076.0,0.0,173224.0,3507.0,1047,116.72,371.72,375.18
westfield twp tioga,westfield twp,Second Class Township,tioga,2014,584787.0,662025.0,129294.0,47390.0,0.0,178216.0,154203.0,1047,123.49,558.54,632.31
westfield twp tioga,westfield twp,Second Class Township,tioga,2015,422301.0,489815.0,139846.0,48287.0,0.0,169348.0,5107.0,1047,133.57,403.34,467.83
westfield twp tioga,westfield twp,Second Class Township,tioga,2016,392680.0,295009.0,126423.0,47679.0,0.0,169376.0,1600.0,1047,120.75,375.05,281.77
westfield twp tioga,westfield twp,Second Class Township,tioga,2017,486343.0,386116.0,132222.0,48558.0,0.0,169367.0,83621.0,1047,126.29,464.51,368.78
deerfield twp tioga,deerfield twp,Second Class Township,tioga,2010,197970.0,132725.0,86298.0,39743.0,0.0,101764.0,0.0,662,130.36,299.05,200.49
deerfield twp tioga,deerfield twp,Second Class Township,tioga,2011,389075.0,275937.0,71972.0,36096.0,147212.0,105371.0,1940.0,662,108.72,587.73,416.82
deerfield twp tioga,deerfield twp,Second Class Township,tioga,2012,308783.0,286064.0,81787.0,34514.0,0.0,194562.0,1945.0,662,123.55,466.44,432.12
deerfield twp tioga,deerfield twp,Second Class Township,tioga,2013,407500.0,445942.0,84116.0,42225.0,0.0,195608.0,47131.0,662,127.06,615.56,673.63
deerfield twp tioga,deerfield twp,Second Class Township,tioga,2014,360121.0,409021.0,95113.0,43829.0,0.0,199366.0,46071.0,662,143.68,543.99,617.86
deerfield twp tioga,deerfield twp,Second Class Township,tioga,2015,287543.0,279375.0,86988.0,40944.0,0.0,172487.0,1945.0,662,131.4,434.35,422.02
deerfield twp tioga,deerfield twp,Second Class Township,tioga,2016,346586.0,362252.0,96275.0,40684.0,0.0,157643.0,65269.0,662,145.43,523.54,547.21
deerfield twp tioga,deerfield twp,Second Class Township,tioga,2017,295421.0,255362.0,120623.0,45307.0,0.0,158192.0,0.0,662,182.21,446.26,385.74
morris twp tioga,morris twp,Second Class Township,tioga,2010,366089.0,387965.0,119567.0,79053.0,0.0,184838.0,0.0,606,197.31,604.11,640.21
morris twp tioga,morris twp,Second Class Township,tioga,2011,715735.0,388506.0,135642.0,82070.0,300390.0,203784.0,0.0,606,223.83,1181.08,641.1
morris twp tioga,morris twp,Second Class Township,tioga,2012,507702.0,541961.0,133007.0,79562.0,0.0,288751.0,2485.0,606,219.48,837.79,894.33
morris twp tioga,morris twp,Second Class Township,tioga,2013,722419.0,622808.0,137235.0,81853.0,194513.0,295231.0,0.0,606,226.46,1192.11,1027.74
morris twp tioga,morris twp,Second Class Township,tioga,2014,486564.0,669056.0,126385.0,80321.0,21970.0,312564.0,0.0,606,208.56,802.91,1104.05
morris twp tioga,morris twp,Second Class Township,tioga,2015,481610.0,580286.0,143701.0,81568.0,0.0,291509.0,0.0,606,237.13,794.74,957.57
morris twp tioga,morris twp,Second Class Township,tioga,2016,447747.0,455661.0,135390.0,81782.0,0.0,290462.0,108.0,606,223.42,738.86,751.92
morris twp tioga,morris twp,Second Class Township,tioga,2017,507353.0,398702.0,145353.0,80970.0,0.0,314052.0,0.0,606,239.86,837.22,657.92
liberty boro tioga,liberty boro,Borough,tioga,2010,39634.0,43572.0,23529.0,9250.0,0.0,6938.0,2842.0,249,94.49,159.17,174.99
liberty boro tioga,liberty boro,Borough,tioga,2011,58534.0,44387.0,34878.0,13168.0,0.0,7793.0,3232.0,249,140.07,235.08,178.26
liberty boro tioga,liberty boro,Borough,tioga,2012,57959.0,55849.0,35917.0,14271.0,0.0,20381.0,854.0,249,144.24,232.77,224.29
liberty boro tioga,liberty boro,Borough,tioga,2013,403706.0,409816.0,35587.0,14221.0,0.0,19293.0,332579.0,249,142.92,1621.31,1645.85
liberty boro tioga,liberty boro,Borough,tioga,2014,160792.0,162448.0,38225.0,17712.0,0.0,19881.0,94568.0,249,153.51,645.75,652.4
liberty boro tioga,liberty boro,Borough,tioga,2015,428503.0,412939.0,36721.0,17030.0,0.0,389871.0,441.0,249,147.47,1720.9,1658.39
liberty boro tioga,liberty boro,Borough,tioga,2016,72100.0,64927.0,37349.0,17739.0,0.0,16772.0,0.0,249,150.0,289.56,260.75
liberty boro tioga,liberty boro,Borough,tioga,2017,496552.0,63956.0,41114.0,18547.0,0.0,446707.0,0.0,249,165.12,1994.18,256.85
roseville boro tioga,roseville boro,Borough,tioga,2010,26739.0,18937.0,13401.0,7272.0,0.0,5147.0,2085.0,189,70.9,141.48,100.2
roseville boro tioga,roseville boro,Borough,tioga,2011,25606.0,18182.0,12866.0,7207.0,4800.0,5673.0,751.0,189,68.07,135.48,96.2
roseville boro tioga,roseville boro,Borough,tioga,2012,30978.0,24948.0,14785.0,6720.0,0.0,13561.0,1128.0,189,78.23,163.9,132.0
roseville boro tioga,roseville boro,Borough,tioga,2013,33595.0,35643.0,18114.0,7114.0,0.0,12812.0,1088.0,189,95.84,177.75,188.59
roseville boro tioga,roseville boro,Borough,tioga,2014,37640.0,30752.0,16855.0,7160.0,0.0,13123.0,1313.0,189,89.18,199.15,162.71
roseville boro tioga,roseville boro,Borough,tioga,2015,34320.0,24462.0,17078.0,7453.0,0.0,11969.0,852.0,189,90.36,181.59,129.43
roseville boro tioga,roseville boro,Borough,tioga,2016,34328.0,31060.0,16923.0,7168.0,0.0,10813.0,245.0,189,89.54,181.63,164.34
roseville boro tioga,roseville boro,Borough,tioga,2017,56787.0,32935.0,18241.0,7006.0,0.0,12118.0,95.0,189,96.51,300.46,174.26
brookfield twp tioga,brookfield twp,Second Class Township,tioga,2010,241369.0,144533.0,72614.0,39431.0,0.0,106411.0,1729.0,421,172.48,573.32,343.31
brookfield twp tioga,brookfield twp,Second Class Township,tioga,2011,217125.0,148813.0,62041.0,38818.0,0.0,76216.0,66431.0,421,147.37,515.74,353.48
brookfield twp tioga,brookfield twp,Second Class Township,tioga,2012,237496.0,190035.0,71658.0,42182.0,0.0,160001.0,1696.0,421,170.21,564.12,451.39
brookfield twp tioga,brookfield twp,Second Class Township,tioga,2013,234802.0,321331.0,64813.0,38001.0,0.0,144627.0,1696.0,421,153.95,557.72,763.26
brookfield twp tioga,brookfield twp,Second Class Township,tioga,2014,233701.0,239651.0,76882.0,42647.0,0.0,152212.0,807.0,421,182.62,555.11,569.24
brookfield twp tioga,brookfield twp,Second Class Township,tioga,2015,221780.0,122392.0,73689.0,42536.0,0.0,140239.0,1696.0,421,175.03,526.79,290.72
brookfield twp tioga,brookfield twp,Second Class Township,tioga,2016,219012.0,250559.0,80285.0,40287.0,0.0,135670.0,0.0,421,190.7,520.22,595.15
brookfield twp tioga,brookfield twp,Second Class Township,tioga,2017,224903.0,197497.0,84625.0,40031.0,0.0,135833.0,0.0,421,201.01,534.21,469.11
charleston twp tioga,charleston twp,Second Class Township,tioga,2010,954834.0,944669.0,637838.0,366708.0,0.0,222495.0,7618.0,3360,189.83,284.18,281.15
charleston twp tioga,charleston twp,Second Class Township,tioga,2011,1039822.0,1074721.0,665322.0,371276.0,0.0,248298.0,7618.0,3360,198.01,309.47,319.86
charleston twp tioga,charleston twp,Second Class Township,tioga,2012,1876909.0,1032747.0,969194.0,612202.0,0.0,731259.0,7876.0,3360,288.45,558.6,307.37
charleston twp tioga,charleston twp,Second Class Township,tioga,2013,1733816.0,1073027.0,833489.0,377577.0,0.0,768809.0,7876.0,3360,248.06,516.02,319.35
charleston twp tioga,charleston twp,Second Class Township,tioga,2014,1818774.0,1540941.0,813438.0,390609.0,0.0,915805.0,3493.0,3360,242.09,541.3,458.61
charleston twp tioga,charleston twp,Second Class Township,tioga,2015,1752665.0,1306405.0,882309.0,404322.0,0.0,781566.0,7876.0,3360,262.59,521.63,388.81
charleston twp tioga,charleston twp,Second Class Township,tioga,2016,1580583.0,1432239.0,820004.0,367594.0,0.0,676467.0,0.0,3360,244.05,470.41,426.26
charleston twp tioga,charleston twp,Second Class Township,tioga,2017,1606323.0,1300422.0,829171.0,402662.0,0.0,653300.0,0.0,3360,246.78,478.07,387.03
clymer twp tioga,clymer twp,Second Class Township,tioga,2010,363651.0,362005.0,105208.0,68810.0,0.0,147805.0,0.0,581,181.08,625.91,623.07
clymer twp tioga,clymer twp,Second Class Township,tioga,2011,563378.0,444562.0,99660.0,65465.0,133714.0,152600.0,14815.0,581,171.53,969.67,765.17
clymer twp tioga,clymer twp,Second Class Township,tioga,2012,493668.0,456261.0,109370.0,66365.0,0.0,275322.0,12606.0,581,188.24,849.69,785.3
clymer twp tioga,clymer twp,Second Class Township,tioga,2013,635363.0,674082.0,111416.0,65412.0,0.0,260233.0,111000.0,581,191.77,1093.57,1160.21
clymer twp tioga,clymer twp,Second Class Township,tioga,2014,823299.0,754738.0,122138.0,69133.0,0.0,274606.0,109378.0,581,210.22,1417.04,1299.03
clymer twp tioga,clymer twp,Second Class Township,tioga,2015,640339.0,642266.0,123756.0,63614.0,0.0,253030.0,172820.0,581,213.01,1102.13,1105.45
clymer twp tioga,clymer twp,Second Class Township,tioga,2016,783997.0,717750.0,121659.0,65574.0,0.0,261181.0,301394.0,581,209.4,1349.39,1235.37
clymer twp tioga,clymer twp,Second Class Township,tioga,2017,598141.0,678095.0,116676.0,64829.0,0.0,262607.0,78147.0,581,200.82,1029.5,1167.12
duncan twp tioga,duncan twp,Second Class Township,tioga,2010,127650.0,138013.0,13565.0,1352.0,0.0,23579.0,656.0,208,65.22,613.7,663.52
duncan twp tioga,duncan twp,Second Class Township,tioga,2011,193868.0,190420.0,17710.0,1305.0,0.0,24900.0,657.0,208,85.14,932.06,915.48
duncan twp tioga,duncan twp,Second Class Township,tioga,2012,505737.0,204937.0,20197.0,1345.0,0.0,218474.0,0.0,208,97.1,2431.43,985.27
duncan twp tioga,duncan twp,Second Class Township,tioga,2013,408283.0,423547.0,22324.0,1538.0,0.0,199896.0,1316.0,208,107.33,1962.9,2036.28
duncan twp tioga,duncan twp,Second Class Township,tioga,2014,353258.0,316055.0,19228.0,1571.0,0.0,199340.0,308.0,208,92.44,1698.36,1519.5
duncan twp tioga,duncan twp,Second Class Township,tioga,2015,341786.0,380949.0,36325.0,1275.0,0.0,137784.0,663.0,208,174.64,1643.2,1831.49
duncan twp tioga,duncan twp,Second Class Township,tioga,2016,286389.0,268578.0,20268.0,1237.0,0.0,135719.0,0.0,208,97.44,1376.87,1291.24
duncan twp tioga,duncan twp,Second Class Township,tioga,2017,396058.0,202106.0,29877.0,5971.0,0.0,135140.0,0.0,208,143.64,1904.13,971.66
elk twp tioga,elk twp,Second Class Township,tioga,2010,212198.0,103209.0,6239.0,5077.0,0.0,130423.0,18.0,49,127.33,4330.57,2106.31
elk twp tioga,elk twp,Second Class Township,tioga,2011,149994.0,245388.0,5945.0,5079.0,0.0,131483.0,0.0,49,121.33,3061.1,5007.92
elk twp tioga,elk twp,Second Class Township,tioga,2012,360240.0,190362.0,6153.0,5211.0,0.0,223336.0,83492.0,49,125.57,7351.84,3884.94
elk twp tioga,elk twp,Second Class Township,tioga,2013,333487.0,380801.0,6025.0,5194.0,0.0,203019.0,122961.0,49,122.96,6805.86,7771.45
elk twp tioga,elk twp,Second Class Township,tioga,2014,225074.0,95722.0,6294.0,5485.0,0.0,210113.0,0.0,49,128.45,4593.35,1953.51
elk twp tioga,elk twp,Second Class Township,tioga,2015,536806.0,506002.0,6552.0,5335.0,0.0,318222.0,134762.0,49,133.71,10955.22,10326.57
elk twp tioga,elk twp,Second Class Township,tioga,2016,297221.0,256427.0,62532.0,62420.0,0.0,193278.0,0.0,49,1276.16,6065.73,5233.2
elk twp tioga,elk twp,Second Class Township,tioga,2017,337349.0,698021.0,57593.0,55633.0,0.0,207298.0,0.0,49,1175.37,6884.67,14245.33
jackson twp tioga,jackson twp,Second Class Township,tioga,2010,1149576.0,1041372.0,407781.0,286684.0,90588.0,192742.0,5670.0,1887,216.1,609.21,551.87
jackson twp tioga,jackson twp,Second Class Township,tioga,2011,2124406.0,1948588.0,394545.0,279192.0,609873.0,513679.0,5670.0,1887,209.09,1125.81,1032.64
jackson twp tioga,jackson twp,Second Class Township,tioga,2012,1796649.0,1295394.0,452248.0,284879.0,20488.0,707614.0,5410.0,1887,239.67,952.12,686.48
jackson twp tioga,jackson twp,Second Class Township,tioga,2013,2272559.0,2273593.0,419691.0,281049.0,0.0,626321.0,5410.0,1887,222.41,1204.32,1204.87
jackson twp tioga,jackson twp,Second Class Township,tioga,2014,2071655.0,2042012.0,421763.0,286192.0,0.0,632241.0,2476.0,1887,223.51,1097.86,1082.15
jackson twp tioga,jackson twp,Second Class Township,tioga,2015,1457845.0,1396173.0,421068.0,286903.0,0.0,550350.0,5410.0,1887,223.14,772.57,739.89
jackson twp tioga,jackson twp,Second Class Township,tioga,2016,1597603.0,1679335.0,415960.0,287562.0,0.0,479997.0,0.0,1887,220.43,846.64,889.95
jackson twp tioga,jackson twp,Second Class Township,tioga,2017,1193673.0,1222385.0,436307.0,294086.0,0.0,465017.0,0.0,1887,231.22,632.58,647.79
osceola twp tioga,osceola twp,Second Class Township,tioga,2010,160966.0,115346.0,105560.0,70037.0,0.0,34162.0,1503.0,659,160.18,244.26,175.03
osceola twp tioga,osceola twp,Second Class Township,tioga,2011,231261.0,155787.0,114453.0,72353.0,28145.0,45918.0,15066.0,659,173.68,350.93,236.4
osceola twp tioga,osceola twp,Second Class Township,tioga,2012,260256.0,178487.0,115233.0,67257.0,0.0,116585.0,1439.0,659,174.86,394.93,270.85
osceola twp tioga,osceola twp,Second Class Township,tioga,2013,276626.0,321758.0,107421.0,67291.0,0.0,95697.0,25404.0,659,163.01,419.77,488.25
osceola twp tioga,osceola twp,Second Class Township,tioga,2014,246338.0,133949.0,112141.0,65962.0,0.0,107867.0,630.0,659,170.17,373.81,203.26
osceola twp tioga,osceola twp,Second Class Township,tioga,2015,295105.0,236387.0,110504.0,67873.0,0.0,78546.0,61347.0,659,167.68,447.81,358.71
osceola twp tioga,osceola twp,Second Class Township,tioga,2016,279692.0,285013.0,108624.0,57567.0,0.0,82726.0,71467.0,659,164.83,424.42,432.49
osceola twp tioga,osceola twp,Second Class Township,tioga,2017,244820.0,162187.0,110045.0,60999.0,0.0,89007.0,26323.0,659,166.99,371.5,246.11
wellsboro boro tioga,,,,n,,,,,,,,0,,,
grove twp cameron,grove twp,Second Class Township,cameron,2010,158216.0,119044.0,23377.0,12208.0,0.0,71105.0,5500.0,183,127.74,864.57,650.51
grove twp cameron,grove twp,Second Class Township,cameron,2011,149856.0,144460.0,22445.0,13461.0,0.0,74220.0,1613.0,183,122.65,818.89,789.4
grove twp cameron,grove twp,Second Class Township,cameron,2012,156019.0,146672.0,20124.0,12653.0,0.0,77283.0,3000.0,183,109.97,852.56,801.49
grove twp cameron,grove twp,Second Class Township,cameron,2013,155436.0,158294.0,23875.0,13429.0,0.0,75989.0,0.0,183,130.46,849.38,864.99
grove twp cameron,grove twp,Second Class Township,cameron,2014,383362.0,378570.0,25086.0,14372.0,0.0,78295.0,6500.0,183,137.08,2094.87,2068.69
grove twp cameron,grove twp,Second Class Township,cameron,2015,376078.0,303316.0,21426.0,12467.0,0.0,269179.0,20000.0,183,117.08,2055.07,1657.46
grove twp cameron,grove twp,Second Class Township,cameron,2016,195296.0,331853.0,23600.0,13062.0,0.0,106940.0,5500.0,183,128.96,1067.19,1813.4
grove twp cameron,grove twp,Second Class Township,cameron,2017,203529.0,93542.0,24881.0,13276.0,0.0,120735.0,0.0,183,135.96,1112.18,511.16
shippen twp cameron,shippen twp,Second Class Township,cameron,2010,2480927.0,1508874.0,340031.0,170288.0,0.0,1823814.0,0.0,2232,152.34,1111.53,676.02
shippen twp cameron,shippen twp,Second Class Township,cameron,2011,2150116.0,2245017.0,375522.0,185124.0,0.0,693207.0,0.0,2232,168.24,963.31,1005.83
shippen twp cameron,shippen twp,Second Class Township,cameron,2012,1314744.0,1047387.0,346067.0,177713.0,0.0,410882.0,9497.0,2232,155.05,589.04,469.26
shippen twp cameron,shippen twp,Second Class Township,cameron,2013,1140402.0,991629.0,411684.0,196490.0,0.0,295319.0,11295.0,2232,184.45,510.93,444.28
shippen twp cameron,shippen twp,Second Class Township,cameron,2014,1567515.0,1372262.0,378531.0,185573.0,0.0,327424.0,0.0,2232,169.59,702.29,614.81
shippen twp cameron,shippen twp,Second Class Township,cameron,2015,1250924.0,1230727.0,462433.0,185329.0,0.0,481671.0,0.0,2232,207.18,560.45,551.4
shippen twp cameron,shippen twp,Second Class Township,cameron,2016,1329761.0,1162759.0,365471.0,175353.0,0.0,560327.0,0.0,2232,163.74,595.77,520.95
shippen twp cameron,shippen twp,Second Class Township,cameron,2017,1267257.0,1059733.0,368033.0,178519.0,0.0,522132.0,0.0,2232,164.89,567.77,474.79
driftwood boro cameron,driftwood boro,Borough,cameron,2010,48330.0,52226.0,7841.0,2892.0,0.0,7902.0,0.0,67,117.03,721.34,779.49
driftwood boro cameron,driftwood boro,Borough,cameron,2011,56455.0,61572.0,15826.0,9873.0,0.0,1283.0,0.0,67,236.21,842.61,918.99
driftwood boro cameron,driftwood boro,Borough,cameron,2012,54494.0,51530.0,21023.0,16001.0,0.0,1182.0,854.0,67,313.78,813.34,769.1
driftwood boro cameron,driftwood boro,Borough,cameron,2013,89891.0,75368.0,16083.0,8605.0,0.0,14968.0,1959.0,67,240.04,1341.66,1124.9
driftwood boro cameron,driftwood boro,Borough,cameron,2014,143616.0,129463.0,15400.0,9474.0,0.0,15111.0,55000.0,67,229.85,2143.52,1932.28
driftwood boro cameron,driftwood boro,Borough,cameron,2015,94755.0,108439.0,8482.0,3239.0,0.0,9581.0,9343.0,67,126.6,1414.25,1618.49
driftwood boro cameron,driftwood boro,Borough,cameron,2016,98293.0,84285.0,25275.0,21011.0,0.0,11077.0,0.0,67,377.24,1467.06,1257.99
driftwood boro cameron,driftwood boro,Borough,cameron,2017,93887.0,102671.0,16139.0,10813.0,0.0,11901.0,0.0,67,240.88,1401.3,1532.4
emporium boro cameron,emporium boro,Borough,cameron,2010,1256747.0,1235393.0,539933.0,376018.0,0.0,186096.0,0.0,2073,260.46,606.25,595.94
emporium boro cameron,emporium boro,Borough,cameron,2011,1163352.0,1082365.0,573091.0,400674.0,0.0,117814.0,0.0,2073,276.45,561.19,522.12
emporium boro cameron,emporium boro,Borough,cameron,2012,1174696.0,1025118.0,572494.0,405377.0,0.0,81798.0,0.0,2073,276.17,566.66,494.51
emporium boro cameron,emporium boro,Borough,cameron,2013,1167050.0,973388.0,594487.0,401535.0,0.0,71361.0,0.0,2073,286.78,562.98,469.56
emporium boro cameron,emporium boro,Borough,cameron,2014,1240290.0,1205389.0,598096.0,407372.0,0.0,83152.0,34959.0,2073,288.52,598.31,581.47
emporium boro cameron,emporium boro,Borough,cameron,2015,1285090.0,1135483.0,592635.0,404715.0,0.0,103403.0,29541.0,2073,285.88,619.92,547.75
emporium boro cameron,emporium boro,Borough,cameron,2016,1237538.0,1312048.0,575384.0,389474.0,0.0,129098.0,13500.0,2073,277.56,596.98,632.92
emporium boro cameron,emporium boro,Borough,cameron,2017,1278407.0,1321478.0,591275.0,399364.0,0.0,145176.0,0.0,2073,285.23,616.69,637.47
gibson twp cameron,gibson twp,Second Class Township,cameron,2010,300091.0,269488.0,80248.0,46083.0,0.0,134887.0,0.0,164,489.32,1829.82,1643.22
gibson twp cameron,gibson twp,Second Class Township,cameron,2011,280086.0,331529.0,62581.0,48489.0,0.0,154453.0,5380.0,164,381.59,1707.84,2021.52
gibson twp cameron,gibson twp,Second Class Township,cameron,2012,331484.0,276005.0,67839.0,55713.0,0.0,159768.0,5000.0,164,413.65,2021.24,1682.96
gibson twp cameron,gibson twp,Second Class Township,cameron,2013,312965.0,333935.0,68751.0,54374.0,0.0,159777.0,3780.0,164,419.21,1908.32,2036.19
gibson twp cameron,gibson twp,Second Class Township,cameron,2014,320030.0,254337.0,67132.0,54834.0,0.0,165712.0,4800.0,164,409.34,1951.4,1550.84
gibson twp cameron,gibson twp,Second Class Township,cameron,2015,308957.0,416274.0,68807.0,55749.0,0.0,129150.0,1520.0,164,419.55,1883.88,2538.26
gibson twp cameron,gibson twp,Second Class Township,cameron,2016,417161.0,374057.0,66545.0,56656.0,0.0,268864.0,5000.0,164,405.76,2543.66,2280.84
gibson twp cameron,gibson twp,Second Class Township,cameron,2017,504212.0,356489.0,63377.0,52404.0,0.0,248170.0,0.0,164,386.45,3074.46,2173.71
lumber twp cameron,lumber twp,Second Class Township,cameron,2010,161861.0,138728.0,46000.0,25708.0,0.0,79448.0,0.0,195,235.9,830.06,711.43
lumber twp cameron,lumber twp,Second Class Township,cameron,2011,172649.0,176373.0,37533.0,26603.0,0.0,83052.0,0.0,195,192.48,885.38,904.48
lumber twp cameron,lumber twp,Second Class Township,cameron,2012,232731.0,202679.0,56778.0,31347.0,0.0,99586.0,15000.0,195,291.17,1193.49,1039.38
lumber twp cameron,lumber twp,Second Class Township,cameron,2013,258354.0,243757.0,38339.0,27081.0,0.0,94204.0,9000.0,195,196.61,1324.89,1250.04
lumber twp cameron,lumber twp,Second Class Township,cameron,2014,162667.0,174044.0,38094.0,27861.0,0.0,99869.0,4000.0,195,195.35,834.19,892.53
lumber twp cameron,lumber twp,Second Class Township,cameron,2015,175371.0,184028.0,46412.0,31123.0,0.0,103258.0,0.0,195,238.01,899.34,943.73
lumber twp cameron,lumber twp,Second Class Township,cameron,2016,184434.0,184254.0,38832.0,27143.0,0.0,95664.0,8930.0,195,199.14,945.82,944.89
portage twp cameron,portage twp,Second Class Township,cameron,2010,50227.0,40987.0,18081.0,2599.0,0.0,19430.0,0.0,171,105.74,293.73,239.69
portage twp cameron,portage twp,Second Class Township,cameron,2011,59957.0,51893.0,16804.0,5837.0,0.0,29227.0,0.0,171,98.27,350.63,303.47
portage twp cameron,portage twp,Second Class Township,cameron,2012,66743.0,50882.0,18191.0,4045.0,0.0,21262.0,992.0,171,106.38,390.31,297.56
portage twp cameron,portage twp,Second Class Township,cameron,2013,81500.0,66634.0,19008.0,4484.0,0.0,20444.0,0.0,171,111.16,476.61,389.67
portage twp cameron,portage twp,Second Class Township,cameron,2014,88051.0,74743.0,13791.0,4847.0,0.0,22183.0,0.0,171,80.65,514.92,437.09
portage twp cameron,portage twp,Second Class Township,cameron,2015,74101.0,54734.0,14305.0,2108.0,0.0,35066.0,500.0,171,83.65,433.34,320.08
portage twp cameron,portage twp,Second Class Township,cameron,2016,76652.0,45610.0,27075.0,10715.0,0.0,26969.0,0.0,171,158.33,448.26,266.73
portage twp cameron,portage twp,Second Class Township,cameron,2017,70307.0,59126.0,15641.0,4674.0,0.0,32583.0,1445.0,171,91.47,411.15,345.77
valley-hi boro fulton,,,,n,,,,,,,,0,,,
todd twp fulton,todd twp,Second Class Township,fulton,2010,348814.0,336161.0,189879.0,52146.0,0.0,98118.0,1600.0,1527,124.35,228.43,220.14
todd twp fulton,todd twp,Second Class Township,fulton,2011,355461.0,376307.0,205813.0,55244.0,0.0,80979.0,2600.0,1527,134.78,232.78,246.44
todd twp fulton,todd twp,Second Class Township,fulton,2012,364983.0,339700.0,218574.0,57878.0,0.0,74797.0,1400.0,1527,143.14,239.02,222.46
todd twp fulton,todd twp,Second Class Township,fulton,2013,357539.0,349031.0,210297.0,59073.0,0.0,74742.0,756.0,1527,137.72,234.14,228.57
todd twp fulton,todd twp,Second Class Township,fulton,2014,374198.0,371070.0,212588.0,71584.0,0.0,78449.0,0.0,1527,139.22,245.05,243.01
todd twp fulton,todd twp,Second Class Township,fulton,2015,359469.0,367665.0,212201.0,59503.0,0.0,83304.0,0.0,1527,138.97,235.41,240.78
todd twp fulton,todd twp,Second Class Township,fulton,2016,404802.0,374411.0,224416.0,65047.0,0.0,106433.0,0.0,1527,146.97,265.1,245.19
todd twp fulton,todd twp,Second Class Township,fulton,2017,314680.0,352788.0,237692.0,69399.0,0.0,8784.0,0.0,1527,155.66,206.08,231.03
ayr twp fulton,ayr twp,Second Class Township,fulton,2010,314972.0,385698.0,167475.0,0.0,0.0,111414.0,2400.0,1942,86.24,162.19,198.61
ayr twp fulton,ayr twp,Second Class Township,fulton,2011,338795.0,311320.0,160024.0,0.0,0.0,112673.0,3900.0,1942,82.4,174.46,160.31
ayr twp fulton,ayr twp,Second Class Township,fulton,2012,393457.0,396520.0,237377.0,0.0,0.0,104284.0,2100.0,1942,122.23,202.6,204.18
ayr twp fulton,ayr twp,Second Class Township,fulton,2013,349851.0,441564.0,187050.0,0.0,0.0,110157.0,0.0,1942,96.32,180.15,227.38
ayr twp fulton,ayr twp,Second Class Township,fulton,2014,358493.0,422675.0,196993.0,0.0,0.0,109549.0,0.0,1942,101.44,184.6,217.65
ayr twp fulton,ayr twp,Second Class Township,fulton,2015,374349.0,477221.0,198008.0,0.0,0.0,119519.0,0.0,1942,101.96,192.76,245.74
ayr twp fulton,ayr twp,Second Class Township,fulton,2016,383094.0,308143.0,199195.0,0.0,0.0,143223.0,3176.0,1942,102.57,197.27,158.67
ayr twp fulton,ayr twp,Second Class Township,fulton,2017,395801.0,349098.0,209102.0,0.0,0.0,139669.0,3176.0,1942,107.67,203.81,179.76
bethel twp fulton,bethel twp,Second Class Township,fulton,2010,254283.0,267610.0,130171.0,12698.0,7626.0,92507.0,4956.0,1508,86.32,168.62,177.46
