Town_County,Town,Town_Type,County,Year,Total_Rev,Total_Expenses,All_Tax_Rev,Real_Estat,Fed_Money,State_Money,MtoM,Population,Per_C_Tax,Per_C_Rev,Per_C_Ex
neville twp allegheny,neville twp,First Class Township,allegheny,2014,5164899.0,4452198.0,1050892.0,695910.0,0.0,306524.0,0.0,1084,969.46,4764.67,4107.19
neville twp allegheny,neville twp,First Class Township,allegheny,2015,4379752.0,3227722.0,1072924.0,776208.0,0.0,61997.0,0.0,1084,989.78,4040.36,2977.6
neville twp allegheny,neville twp,First Class Township,allegheny,2016,4077619.0,3188568.0,1143699.0,846421.0,0.0,69679.0,0.0,1084,1055.07,3761.64,2941.48
neville twp allegheny,neville twp,First Class Township,allegheny,2017,4074489.0,3686323.0,1048678.0,752806.0,0.0,71433.0,0.0,1084,967.42,3758.75,3400.67
marshall twp allegheny,marshall twp,Second Class Township,allegheny,2010,5947560.0,6094597.0,4082718.0,1602726.0,0.0,453203.0,0.0,6915,590.41,860.1,881.36
marshall twp allegheny,marshall twp,Second Class Township,allegheny,2011,6804451.0,6530520.0,4320671.0,1678219.0,0.0,695108.0,0.0,6915,624.83,984.01,944.4
marshall twp allegheny,marshall twp,Second Class Township,allegheny,2012,14727741.0,13755306.0,4675661.0,1641447.0,0.0,607682.0,0.0,6915,676.16,2129.83,1989.2
marshall twp allegheny,marshall twp,Second Class Township,allegheny,2013,7079654.0,6748176.0,5331868.0,1646788.0,12340.0,549010.0,0.0,6915,771.06,1023.81,975.88
marshall twp allegheny,marshall twp,Second Class Township,allegheny,2014,9204191.0,8118481.0,5059877.0,1692797.0,299057.0,536976.0,247500.0,6915,731.72,1331.05,1174.04
marshall twp allegheny,marshall twp,Second Class Township,allegheny,2015,8771356.0,7987137.0,5474481.0,1777603.0,509.0,528755.0,364636.0,6915,791.68,1268.45,1155.05
marshall twp allegheny,marshall twp,Second Class Township,allegheny,2016,10135021.0,8870877.0,5824900.0,1884199.0,0.0,667938.0,551788.0,6915,842.36,1465.66,1282.85
marshall twp allegheny,marshall twp,Second Class Township,allegheny,2017,9899455.0,8880051.0,6115955.0,2008548.0,0.0,577789.0,497950.0,6915,884.45,1431.59,1284.17
aspinwall boro allegheny,aspinwall boro,Borough,allegheny,2010,2902230.0,2901869.0,1580571.0,1016918.0,0.0,158020.0,17500.0,2801,564.29,1036.14,1036.01
aspinwall boro allegheny,aspinwall boro,Borough,allegheny,2011,3082226.0,2880888.0,1585892.0,1016129.0,0.0,208017.0,0.0,2801,566.19,1100.4,1028.52
aspinwall boro allegheny,aspinwall boro,Borough,allegheny,2012,3050441.0,2722441.0,1666558.0,1024835.0,0.0,143993.0,0.0,2801,594.99,1089.05,971.95
aspinwall boro allegheny,aspinwall boro,Borough,allegheny,2013,3133355.0,2827222.0,1732970.0,1092185.0,0.0,148177.0,0.0,2801,618.7,1118.66,1009.36
aspinwall boro allegheny,aspinwall boro,Borough,allegheny,2014,3109093.0,3007380.0,1713729.0,1040281.0,0.0,160828.0,21804.0,2801,611.83,1109.99,1073.68
aspinwall boro allegheny,aspinwall boro,Borough,allegheny,2015,3144333.0,3158620.0,1839089.0,1097406.0,0.0,168651.0,0.0,2801,656.58,1122.58,1127.68
aspinwall boro allegheny,aspinwall boro,Borough,allegheny,2016,3387908.0,3490001.0,2043758.0,1305493.0,0.0,174805.0,0.0,2801,729.65,1209.54,1245.98
aspinwall boro allegheny,aspinwall boro,Borough,allegheny,2017,3193156.0,3396139.0,2099206.0,1333752.0,0.0,257733.0,0.0,2801,749.45,1140.01,1212.47
bell acres boro allegheny,bell acres boro,Borough,allegheny,2010,1471508.0,1501462.0,1148112.0,691411.0,0.0,94823.0,0.0,1388,827.17,1060.16,1081.74
bell acres boro allegheny,bell acres boro,Borough,allegheny,2011,1505925.0,1419727.0,1190801.0,763235.0,0.0,129452.0,0.0,1388,857.93,1084.96,1022.86
bell acres boro allegheny,bell acres boro,Borough,allegheny,2012,1572164.0,1669326.0,1246004.0,767553.0,0.0,99003.0,0.0,1388,897.7,1132.68,1202.68
bell acres boro allegheny,bell acres boro,Borough,allegheny,2013,1497117.0,1384118.0,1316595.0,748409.0,0.0,108592.0,0.0,1388,948.56,1078.61,997.2
bell acres boro allegheny,bell acres boro,Borough,allegheny,2014,1491123.0,1371710.0,1316388.0,745839.0,0.0,110817.0,0.0,1388,948.41,1074.3,988.26
bell acres boro allegheny,bell acres boro,Borough,allegheny,2015,5406561.0,2758301.0,1551418.0,802797.0,0.0,107463.0,0.0,1388,1117.74,3895.22,1987.25
bell acres boro allegheny,bell acres boro,Borough,allegheny,2016,1779468.0,3025175.0,1457266.0,819498.0,0.0,127976.0,0.0,1388,1049.9,1282.04,2179.52
bell acres boro allegheny,bell acres boro,Borough,allegheny,2017,2034248.0,2540567.0,1504392.0,802866.0,0.0,132341.0,0.0,1388,1083.86,1465.6,1830.38
bellevue boro allegheny,bellevue boro,Borough,allegheny,2010,6704267.0,6633746.0,3622635.0,1808555.0,44846.0,380211.0,68104.0,8370,432.81,800.99,792.56
bellevue boro allegheny,bellevue boro,Borough,allegheny,2011,13668256.0,13775328.0,3823532.0,1885447.0,35565.0,453258.0,72898.0,8370,456.81,1633.01,1645.8
bellevue boro allegheny,bellevue boro,Borough,allegheny,2012,8626370.0,8319785.0,3893656.0,1831997.0,230450.0,385056.0,81160.0,8370,465.19,1030.63,994.0
bellevue boro allegheny,bellevue boro,Borough,allegheny,2013,7619408.0,7508151.0,4004636.0,1635858.0,69038.0,420326.0,74355.0,8370,478.45,910.32,897.03
bellevue boro allegheny,bellevue boro,Borough,allegheny,2014,8244258.0,7510885.0,4089890.0,1609521.0,56992.0,435208.0,75182.0,8370,488.64,984.98,897.36
bellevue boro allegheny,bellevue boro,Borough,allegheny,2015,7909156.0,7455430.0,4061328.0,1539385.0,0.0,431417.0,78755.0,8370,485.22,944.94,890.73
bellevue boro allegheny,bellevue boro,Borough,allegheny,2016,8981387.0,8441014.0,4438912.0,1627967.0,7898.0,454090.0,74823.0,8370,530.34,1073.05,1008.48
bellevue boro allegheny,bellevue boro,Borough,allegheny,2017,13832340.0,13312376.0,4516425.0,1621164.0,903.0,489646.0,75369.0,8370,539.6,1652.61,1590.49
bethel park municipality allegheny,,,,n,,,,,,,,0,,,
blawnox boro allegheny,blawnox boro,Borough,allegheny,2010,4740035.0,3077292.0,925319.0,675935.0,0.0,84851.0,3903.0,1432,646.17,3310.08,2148.95
blawnox boro allegheny,blawnox boro,Borough,allegheny,2011,3612526.0,5123489.0,882802.0,625821.0,0.0,55645.0,4211.0,1432,616.48,2522.71,3577.86
blawnox boro allegheny,blawnox boro,Borough,allegheny,2012,2456318.0,2788949.0,876942.0,625119.0,0.0,48594.0,4605.0,1432,612.39,1715.31,1947.59
blawnox boro allegheny,blawnox boro,Borough,allegheny,2013,2236824.0,2388661.0,913351.0,638892.0,0.0,67979.0,4849.0,1432,637.81,1562.03,1668.06
blawnox boro allegheny,blawnox boro,Borough,allegheny,2014,2492833.0,2306590.0,955354.0,682222.0,0.0,50408.0,13795.0,1432,667.15,1740.81,1610.75
blawnox boro allegheny,blawnox boro,Borough,allegheny,2015,2535741.0,2407618.0,1008704.0,711572.0,0.0,58332.0,7137.0,1432,704.4,1770.77,1681.3
blawnox boro allegheny,blawnox boro,Borough,allegheny,2016,5459243.0,5096344.0,1013585.0,717259.0,0.0,90852.0,7093.0,1432,707.81,3812.32,3558.9
blawnox boro allegheny,blawnox boro,Borough,allegheny,2017,2626628.0,2390156.0,1028258.0,730204.0,0.0,60205.0,7200.0,1432,718.06,1834.24,1669.1
brackenridge boro allegheny,brackenridge boro,Borough,allegheny,2010,2439354.0,2412622.0,770583.0,433556.0,0.0,152849.0,11643.0,3260,236.38,748.27,740.07
brackenridge boro allegheny,brackenridge boro,Borough,allegheny,2011,2523020.0,2414425.0,789505.0,446636.0,0.0,157076.0,12313.0,3260,242.18,773.93,740.62
brackenridge boro allegheny,brackenridge boro,Borough,allegheny,2012,6080585.0,6098780.0,844216.0,432603.0,0.0,3449879.0,11157.0,3260,258.96,1865.21,1870.79
brackenridge boro allegheny,brackenridge boro,Borough,allegheny,2013,3244231.0,3432207.0,908171.0,502535.0,0.0,156982.0,9500.0,3260,278.58,995.16,1052.82
brackenridge boro allegheny,brackenridge boro,Borough,allegheny,2014,3034647.0,3018486.0,927055.0,478183.0,0.0,169164.0,9399.0,3260,284.37,930.87,925.92
brackenridge boro allegheny,brackenridge boro,Borough,allegheny,2015,2979961.0,3014318.0,910637.0,479026.0,0.0,470703.0,9047.0,3260,279.34,914.1,924.64
brackenridge boro allegheny,brackenridge boro,Borough,allegheny,2016,2738245.0,2760092.0,907462.0,473606.0,0.0,195902.0,83845.0,3260,278.36,839.95,846.65
brackenridge boro allegheny,brackenridge boro,Borough,allegheny,2017,2724443.0,2667742.0,903337.0,473293.0,0.0,302174.0,9716.0,3260,277.1,835.72,818.33
braddock boro allegheny,braddock boro,Borough,allegheny,2010,1872903.0,2138172.0,1011833.0,499457.0,14136.0,75712.0,52283.0,2159,468.66,867.49,990.35
braddock boro allegheny,braddock boro,Borough,allegheny,2011,1723599.0,1832221.0,883026.0,461593.0,29783.0,80276.0,99424.0,2159,409.0,798.33,848.64
braddock boro allegheny,braddock boro,Borough,allegheny,2012,1930641.0,1786542.0,999488.0,546709.0,23565.0,64758.0,157099.0,2159,462.94,894.23,827.49
braddock boro allegheny,braddock boro,Borough,allegheny,2013,1715358.0,1740625.0,1003829.0,551609.0,0.0,65462.0,117808.0,2159,464.95,794.52,806.22
braddock boro allegheny,braddock boro,Borough,allegheny,2014,1903255.0,1703464.0,996575.0,487114.0,0.0,68734.0,140092.0,2159,461.59,881.54,789.01
braddock boro allegheny,braddock boro,Borough,allegheny,2015,2106585.0,2042943.0,941255.0,443481.0,0.0,74729.0,52378.0,2159,435.97,975.72,946.25
braddock boro allegheny,braddock boro,Borough,allegheny,2016,1523815.0,1614034.0,994390.0,476432.0,0.0,84787.0,17885.0,2159,460.58,705.8,747.58
braddock boro allegheny,braddock boro,Borough,allegheny,2017,1817956.0,1803845.0,998976.0,507302.0,0.0,91345.0,30014.0,2159,462.7,842.04,835.5
bradford woods boro allegheny,bradford woods boro,Borough,allegheny,2010,657227.0,608339.0,512097.0,223645.0,0.0,57569.0,0.0,1171,437.32,561.25,519.5
bradford woods boro allegheny,bradford woods boro,Borough,allegheny,2011,618068.0,514148.0,537248.0,217323.0,0.0,66250.0,0.0,1171,458.79,527.81,439.07
bradford woods boro allegheny,bradford woods boro,Borough,allegheny,2012,619274.0,738660.0,546524.0,217550.0,0.0,55129.0,0.0,1171,466.72,528.84,630.79
bradford woods boro allegheny,bradford woods boro,Borough,allegheny,2013,632533.0,580204.0,562285.0,232299.0,0.0,47471.0,9847.0,1171,480.18,540.16,495.48
bradford woods boro allegheny,bradford woods boro,Borough,allegheny,2014,654372.0,648673.0,574427.0,239679.0,0.0,59675.0,0.0,1171,490.54,558.81,553.95
bradford woods boro allegheny,bradford woods boro,Borough,allegheny,2015,759926.0,706271.0,687634.0,323537.0,0.0,60826.0,0.0,1171,587.22,648.95,603.13
bradford woods boro allegheny,bradford woods boro,Borough,allegheny,2016,779850.0,671201.0,686277.0,326544.0,0.0,69005.0,4048.0,1171,586.06,665.97,573.19
bradford woods boro allegheny,bradford woods boro,Borough,allegheny,2017,848546.0,888133.0,679294.0,325277.0,0.0,59049.0,96682.0,1171,580.1,724.63,758.44
brentwood boro allegheny,brentwood boro,Borough,allegheny,2010,7994333.0,8121036.0,3964740.0,2712684.0,20397.0,527982.0,0.0,9643,411.15,829.03,842.17
brentwood boro allegheny,brentwood boro,Borough,allegheny,2011,8789386.0,8670340.0,4171826.0,2799620.0,10035.0,658555.0,0.0,9643,432.63,911.48,899.13
brentwood boro allegheny,brentwood boro,Borough,allegheny,2012,12319180.0,12208179.0,4539363.0,2808384.0,0.0,400698.0,0.0,9643,470.74,1277.53,1266.01
brentwood boro allegheny,brentwood boro,Borough,allegheny,2013,12965399.0,14086190.0,4414307.0,2786536.0,200000.0,400917.0,0.0,9643,457.77,1344.54,1460.77
brentwood boro allegheny,brentwood boro,Borough,allegheny,2014,13927432.0,13998179.0,5154944.0,3539305.0,0.0,431772.0,17000.0,9643,534.58,1444.3,1451.64
brentwood boro allegheny,brentwood boro,Borough,allegheny,2015,17089293.0,16822212.0,5041732.0,3408550.0,0.0,519978.0,2640.0,9643,522.84,1772.2,1744.5
brentwood boro allegheny,brentwood boro,Borough,allegheny,2016,12892500.0,12374003.0,5564023.0,3885033.0,13281.0,487652.0,0.0,9643,577.0,1336.98,1283.21
brentwood boro allegheny,brentwood boro,Borough,allegheny,2017,15270301.0,14878684.0,5487654.0,3825935.0,7094.0,671405.0,157627.0,9643,569.08,1583.56,1542.95
carnegie boro allegheny,carnegie boro,Borough,allegheny,2010,7499415.0,7301942.0,3380029.0,2103201.0,26996.0,354656.0,185389.0,7972,423.99,940.72,915.95
carnegie boro allegheny,carnegie boro,Borough,allegheny,2011,14313199.0,13796410.0,3406707.0,2129761.0,125000.0,514581.0,48755.0,7972,427.33,1795.43,1730.61
carnegie boro allegheny,carnegie boro,Borough,allegheny,2012,6920788.0,7878716.0,3619349.0,2072347.0,0.0,361957.0,162720.0,7972,454.01,868.14,988.3
carnegie boro allegheny,carnegie boro,Borough,allegheny,2013,7132077.0,7375115.0,3868140.0,2195822.0,0.0,360896.0,69629.0,7972,485.22,894.64,925.13
carnegie boro allegheny,carnegie boro,Borough,allegheny,2014,7725368.0,7922132.0,4140916.0,2474234.0,0.0,407379.0,68681.0,7972,519.43,969.06,993.74
carnegie boro allegheny,carnegie boro,Borough,allegheny,2015,10073813.0,10004032.0,4143045.0,2391358.0,0.0,560782.0,66494.0,7972,519.7,1263.65,1254.9
carnegie boro allegheny,carnegie boro,Borough,allegheny,2016,12975017.0,13077745.0,4264450.0,2541586.0,0.0,544570.0,104793.0,7972,534.93,1627.57,1640.46
carnegie boro allegheny,carnegie boro,Borough,allegheny,2017,8464044.0,7933609.0,4362398.0,2597975.0,0.0,488028.0,67136.0,7972,547.22,1061.72,995.18
castle shannon boro allegheny,castle shannon boro,Borough,allegheny,2010,7655030.0,8382938.0,3463596.0,2360991.0,29020.0,841706.0,76667.0,8316,416.5,920.52,1008.05
castle shannon boro allegheny,castle shannon boro,Borough,allegheny,2011,14298181.0,13822654.0,3832177.0,2704729.0,0.0,434287.0,86640.0,8316,460.82,1719.36,1662.18
castle shannon boro allegheny,castle shannon boro,Borough,allegheny,2012,8368262.0,7751670.0,4284463.0,2862967.0,0.0,365558.0,80916.0,8316,515.21,1006.28,932.14
castle shannon boro allegheny,castle shannon boro,Borough,allegheny,2013,8279185.0,8681598.0,4024404.0,2788677.0,0.0,374818.0,85090.0,8316,483.94,995.57,1043.96
castle shannon boro allegheny,castle shannon boro,Borough,allegheny,2014,8854144.0,8564200.0,4760837.0,3189338.0,3791.0,390938.0,83967.0,8316,572.49,1064.71,1029.85
castle shannon boro allegheny,castle shannon boro,Borough,allegheny,2015,9920129.0,10161703.0,4716924.0,3228430.0,0.0,425501.0,77561.0,8316,567.21,1192.9,1221.95
castle shannon boro allegheny,castle shannon boro,Borough,allegheny,2016,8833632.0,9797893.0,4671553.0,3210137.0,0.0,485040.0,75159.0,8316,561.75,1062.25,1178.2
castle shannon boro allegheny,castle shannon boro,Borough,allegheny,2017,14316936.0,14262545.0,4745349.0,3232547.0,0.0,568802.0,76560.0,8316,570.63,1721.61,1715.07
churchill boro allegheny,churchill boro,Borough,allegheny,2010,2989279.0,3235123.0,1987395.0,1352722.0,18978.0,194326.0,0.0,3011,660.04,992.79,1074.43
churchill boro allegheny,churchill boro,Borough,allegheny,2011,3681146.0,3601835.0,2032970.0,1355119.0,0.0,248976.0,0.0,3011,675.18,1222.57,1196.23
churchill boro allegheny,churchill boro,Borough,allegheny,2012,3391814.0,3164752.0,2109236.0,1347918.0,0.0,178585.0,0.0,3011,700.51,1126.47,1051.06
churchill boro allegheny,churchill boro,Borough,allegheny,2013,2777699.0,2874924.0,1733981.0,1024535.0,0.0,207449.0,0.0,3011,575.88,922.52,954.81
churchill boro allegheny,churchill boro,Borough,allegheny,2014,3540409.0,3532681.0,2042872.0,1326619.0,0.0,190683.0,0.0,3011,678.47,1175.82,1173.26
churchill boro allegheny,churchill boro,Borough,allegheny,2015,3692093.0,3632577.0,2090300.0,1324512.0,0.0,202719.0,0.0,3011,694.22,1226.2,1206.44
churchill boro allegheny,churchill boro,Borough,allegheny,2016,4151029.0,3963109.0,2288149.0,1552356.0,0.0,225907.0,0.0,3011,759.93,1378.62,1316.21
churchill boro allegheny,churchill boro,Borough,allegheny,2017,4063582.0,3874332.0,2258003.0,1468825.0,0.0,233005.0,0.0,3011,749.92,1349.58,1286.73
clairton city allegheny,clairton city,City,allegheny,2010,4405745.0,4454103.0,2142156.0,1029542.0,29675.0,270881.0,0.0,6796,315.21,648.29,655.4
clairton city allegheny,clairton city,City,allegheny,2011,5051889.0,4370090.0,2639897.0,1222299.0,0.0,356495.0,20500.0,6796,388.45,743.36,643.04
clairton city allegheny,clairton city,City,allegheny,2012,10319805.0,7717485.0,3157091.0,1259674.0,0.0,264064.0,2706.0,6796,464.55,1518.51,1135.59
clairton city allegheny,clairton city,City,allegheny,2013,5753193.0,4318100.0,3933432.0,1160937.0,4391.0,292145.0,7732.0,6796,578.79,846.56,635.39
clairton city allegheny,clairton city,City,allegheny,2014,5531383.0,5104253.0,3150237.0,1342501.0,0.0,353201.0,2580.0,6796,463.54,813.92,751.07
clairton city allegheny,clairton city,City,allegheny,2015,5294326.0,5499273.0,3032652.0,1274170.0,0.0,357750.0,2061.0,6796,446.24,779.04,809.19
clairton city allegheny,clairton city,City,allegheny,2016,5469050.0,6256212.0,3013659.0,1387892.0,165964.0,390095.0,2248.0,6796,443.45,804.75,920.57
clairton city allegheny,clairton city,City,allegheny,2017,6705525.0,7933836.0,2724458.0,1270868.0,8093.0,383119.0,2476.0,6796,400.89,986.69,1167.43
crescent twp allegheny,crescent twp,First Class Township,allegheny,2010,1834247.0,1768596.0,1081211.0,756832.0,16361.0,67535.0,0.0,2640,409.55,694.79,669.92
crescent twp allegheny,crescent twp,First Class Township,allegheny,2011,1761459.0,1875086.0,1024053.0,715591.0,0.0,80860.0,0.0,2640,387.9,667.22,710.26
crescent twp allegheny,crescent twp,First Class Township,allegheny,2012,1974820.0,1748837.0,1124825.0,739155.0,1610.0,93227.0,0.0,2640,426.07,748.04,662.44
crescent twp allegheny,crescent twp,First Class Township,allegheny,2013,2310690.0,2185197.0,1280846.0,829476.0,0.0,88570.0,198000.0,2640,485.17,875.26,827.73
crescent twp allegheny,crescent twp,First Class Township,allegheny,2014,2083246.0,1880524.0,1317632.0,879533.0,0.0,107951.0,0.0,2640,499.1,789.11,712.32
crescent twp allegheny,crescent twp,First Class Township,allegheny,2015,1973950.0,1905142.0,1266896.0,837244.0,0.0,111897.0,0.0,2640,479.88,747.71,721.64
crescent twp allegheny,crescent twp,First Class Township,allegheny,2016,1993857.0,1800146.0,1238826.0,802108.0,0.0,139116.0,0.0,2640,469.25,755.25,681.87
crescent twp allegheny,crescent twp,First Class Township,allegheny,2017,2090323.0,2015900.0,1275404.0,832456.0,0.0,132170.0,0.0,2640,483.11,791.79,763.6
dravosburg boro allegheny,dravosburg boro,Borough,allegheny,2010,1299634.0,1397079.0,464048.0,240904.0,0.0,114963.0,0.0,1792,258.96,725.24,779.62
dravosburg boro allegheny,dravosburg boro,Borough,allegheny,2011,1286526.0,1272259.0,466582.0,234757.0,0.0,74864.0,0.0,1792,260.37,717.93,709.97
dravosburg boro allegheny,dravosburg boro,Borough,allegheny,2012,1111408.0,1107178.0,588265.0,320345.0,0.0,60471.0,0.0,1792,328.27,620.21,617.84
dravosburg boro allegheny,dravosburg boro,Borough,allegheny,2013,1104228.0,997300.0,641559.0,388264.0,0.0,63237.0,472.0,1792,358.01,616.2,556.53
dravosburg boro allegheny,dravosburg boro,Borough,allegheny,2014,975479.0,1039825.0,639996.0,382857.0,0.0,60308.0,1545.0,1792,357.14,544.35,580.26
dravosburg boro allegheny,dravosburg boro,Borough,allegheny,2015,986015.0,916162.0,707305.0,415348.0,0.0,67430.0,0.0,1792,394.7,550.23,511.25
dravosburg boro allegheny,dravosburg boro,Borough,allegheny,2016,1019355.0,957739.0,657982.0,382430.0,0.0,76998.0,0.0,1792,367.18,568.84,534.45
dravosburg boro allegheny,dravosburg boro,Borough,allegheny,2017,1049661.0,1016222.0,682151.0,382654.0,0.0,76793.0,0.0,1792,380.66,585.75,567.09
east deer twp allegheny,east deer twp,First Class Township,allegheny,2010,1520470.0,1467188.0,430425.0,275295.0,0.0,35397.0,0.0,1500,286.95,1013.65,978.13
east deer twp allegheny,east deer twp,First Class Township,allegheny,2011,1705453.0,1666364.0,468197.0,303326.0,0.0,41065.0,0.0,1500,312.13,1136.97,1110.91
east deer twp allegheny,east deer twp,First Class Township,allegheny,2012,1709230.0,1643364.0,495877.0,293831.0,0.0,38433.0,0.0,1500,330.58,1139.49,1095.58
east deer twp allegheny,east deer twp,First Class Township,allegheny,2013,1640856.0,1562397.0,558107.0,347690.0,0.0,38656.0,0.0,1500,372.07,1093.9,1041.6
east deer twp allegheny,east deer twp,First Class Township,allegheny,2014,1878531.0,1873269.0,553940.0,337520.0,0.0,40305.0,0.0,1500,369.29,1252.35,1248.85
