Town,County,Town_County,Fed_Money,Total_Rev,State_Money,Fed_Decimal,Fed_Percent,State_Decimal,State_Percent,FS_Combo,FS_Combo_Decimal,FS_Combo_Percent,Population,F_Mon_PC,S_Mon_PC,All_Tax_Rev,Taxes_PC,Real_Estat,Real_Taxes_PC
berwick twp,adams,berwick twp adams,2183.5,1188659.5,104432.62,0.0018369432120804992,0.18,0.08785747306104061,8.790000000000001,106616.12,0.08969441627312111,8.97,2389,0.9139807450816241,43.71394725826706,575261.125,240.79578275429049,200558.875,83.95097321054834
bessemer boro,lawrence,bessemer boro lawrence,0.0,638882.62,48230.0,0.0,0.0,0.07549117551515175,7.55,48230.0,0.07549117551515175,7.55,1111,0.0,43.41134113411341,278492.5,250.66831683168317,177497.625,159.76383888388838
bethany boro,wayne,bethany boro wayne,0.0,81993.62,8913.5,0.0,0.0,0.10870967765540784,10.87,8913.5,0.10870967765540784,10.87,246,0.0,36.233739837398375,33767.875,137.26778455284554,26642.375,108.30233739837398
bethel twp,armstrong,bethel twp armstrong,0.0,383144.25,98025.0,0.0,0.0,0.2558435889354989,25.58,98025.0,0.2558435889354989,25.58,1183,0.0,82.86136939983095,237151.375,200.46608199492815,120559.875,101.91029163144547
bethel twp,berks,bethel twp berks,174750.12,2413087.88,383040.38,0.0724176361119513,7.24,0.15873453394494694,15.87,557790.5,0.23115217005689825,23.12,4112,42.4975972762646,93.15184338521401,912826.0,221.9907587548638,407646.25,99.13576118677042
bethel twp,delaware,bethel twp delaware,0.0,3080160.25,289560.75,0.0,0.0,0.09400833933883797,9.4,289560.75,0.09400833933883797,9.4,8791,0.0,32.93831759754294,1525636.375,173.5452593561597,1221838.75,138.98745876464565
bethel twp,fulton,bethel twp fulton,953.25,372591.38,203904.12,0.0025584327796311338,0.26,0.5472593595697248,54.73,204857.37,0.549817792349356,54.98,1508,0.6321286472148541,135.21493368700266,141588.375,93.89149535809018,13142.25,8.715019893899203
bethel twp,lebanon,bethel twp lebanon,29013.38,1601804.75,300486.12,0.01811293167909509,1.81,0.1875922268303924,18.76,329499.5,0.2057051585094875,20.57,5007,5.794563610944677,60.0132055122828,872484.75,174.2529958058718,236917.75,47.317305771919315
bethlehem city,northampton,bethlehem city northampton,442019.12,169259685.38,22784874.12,0.002611484944023355,0.26,0.13461489112925115,13.46,23226893.24,0.1372263760732745,13.72,74982,5.895003067402843,303.87125070016805,41359377.125,551.5907434450935,23260799.0,310.21843909204875
bethlehem twp,northampton,bethlehem twp northampton,191222.62,26142562.75,2097118.38,0.0073146088173777065,0.73,0.08021854628617081,8.02,2288341.0,0.08753315510354852,8.75,23730,8.058264643910661,88.37414159292034,10903739.625,459.49176675094816,5083439.375,214.21994837758112
big beaver boro,beaver,big beaver boro beaver,605.5,968976.38,242022.25,0.0006248862330369704,0.06,0.2497710522107877,24.98,242627.75,0.25039593844382463,25.04000000000001,1970,0.3073604060913705,122.85393401015229,664915.125,337.52036802030455,376960.375,191.35044416243656
big run boro,jefferson,big run boro jefferson,6250.0,136228.88,20228.38,0.0458786712479762,4.590000000000002,0.1484881913438619,14.85,26478.38,0.19436686259183808,19.44,624,10.01602564102564,32.41727564102564,83910.25,134.47155448717947,34593.875,55.438902243589745
bigler twp,clearfield,bigler twp clearfield,0.0,297341.75,112061.12,0.0,0.0,0.3768765065787095,37.69,112061.12,0.3768765065787095,37.69,1289,0.0,86.93647788983708,153536.125,119.11258727695888,33032.75,25.626648564778897
biglerville boro,adams,biglerville boro adams,456.12,1190735.12,62844.62,0.0003830574846906338,0.04,0.05277800154244212,5.28,63300.74000000001,0.05316105902713275,5.319999999999999,1200,0.3801,52.37051666666667,345818.625,288.1821875,211911.625,176.59302083333333
bingham twp,potter,bingham twp potter,179.5,303920.5,116123.75,0.0005906149799042843,0.06,0.3820859402376609,38.21,116303.25,0.3826765552175651,38.27,684,0.2624269005847953,169.77156432748538,106338.875,155.46619152046785,62720.5,91.69663742690058
birdsboro boro,berks,birdsboro boro berks,4195.88,4224706.25,252853.88,0.0009931767445369726,0.1,0.05985123344374535,5.99,257049.76,0.06084441018828232,6.08,5163,0.8126825489056752,48.974216540770854,1773033.125,343.4114129382142,1101119.5,213.27125702111175
birmingham boro,huntingdon,birmingham boro huntingdon,0.0,16463.25,2447.5,0.0,0.0,0.14866444960745906,14.87,2447.5,0.14866444960745906,14.87,90,0.0,27.19444444444445,12285.375,136.50416666666666,552.75,6.141666666666667
birmingham twp,chester,birmingham twp chester,54295.5,1988491.0,233999.38,0.027304875908414968,2.73,0.11767686149949888,11.77,288294.88,0.14498173740791384,14.499999999999998,4208,12.90292300380228,55.60821768060837,1007483.125,239.4208947243346,758099.625,180.1567549904943
black creek twp,luzerne,black creek twp luzerne,33146.0,920414.38,279637.88,0.03601204057676717,3.6,0.303817374083182,30.38000000000001,312783.88,0.33982941465994915,33.98,2016,16.441468253968253,138.70926587301588,375812.125,186.41474454365078,150259.0,74.53323412698413
black lick twp,indiana,black lick twp indiana,0.0,306513.12,96619.38,0.0,0.0,0.3152210254490901,31.52,96619.38,0.3152210254490901,31.52,1237,0.0,78.10782538399354,169955.875,137.393593371059,31938.0,25.81891673403395
black twp,somerset,black twp somerset,0.0,220299.5,84898.25,0.0,0.0,0.3853764988118448,38.54,84898.25,0.3853764988118448,38.54,926,0.0,91.68277537796976,112059.25,121.01430885529157,28696.0,30.989200863930886
blacklick twp,cambria,blacklick twp cambria,0.0,433554.5,96767.0,0.0,0.0,0.22319454647570253,22.32,96767.0,0.22319454647570253,22.32,2013,0.0,48.07103825136612,236287.625,117.38083705911575,49973.0,24.825136612021858
blain boro,perry,blain boro perry,330.75,168262.75,32666.25,0.001965675706595785,0.2,0.19413833424213026,19.41,32997.0,0.19610400994872604,19.61,263,1.2576045627376429,124.20627376425855,21727.25,82.61311787072243,1717.125,6.528992395437262
blaine twp,washington,blaine twp washington,0.0,257761.75,116550.25,0.0,0.0,0.4521627045129854,45.22,116550.25,0.4521627045129854,45.22,690,0.0,168.91340579710146,130358.25,188.925,48358.75,70.08514492753623
blair twp,blair,blair twp blair,200.0,1580423.0,215286.62,0.0001265483987514735,0.01,0.13622088516808475,13.62,215486.62,0.1363474335668362,13.63,4494,0.04450378282153983,47.90534490431686,1050204.625,233.6903927458834,245583.75,54.64702937249666
blairsville boro,indiana,blairsville boro indiana,0.0,1996440.25,587290.0,0.0,0.0,0.2941685833072139,29.42,587290.0,0.2941685833072139,29.42,3412,0.0,172.12485345838218,869684.0,254.88980070339977,519665.25,152.30517291910903
blakely boro,lackawanna,blakely boro lackawanna,0.0,10496952.88,382411.38,0.0,0.0,0.03643070368817355,3.64,382411.38,0.03643070368817355,3.64,6564,0.0,58.258893967093236,750347.125,114.3124809567337,0.0,0.0
blawnox boro,allegheny,blawnox boro allegheny,0.0,3270018.5,64608.25,0.0,0.0,0.0197577628383448,1.98,64608.25,0.0197577628383448,1.98,1432,0.0,45.117493016759774,950539.375,663.7844797486033,675878.0,471.981843575419
bloom twp,clearfield,bloom twp clearfield,384.12,135962.5,56136.38,0.0028251907695136533,0.28,0.41288134595936377,41.29,56520.5,0.4157065367288775,41.57,414,0.9278260869565218,135.59512077294684,45164.75,109.09359903381643,8352.0,20.17391304347826
bloomfield boro,perry,bloomfield boro perry,0.0,1191282.12,43533.75,0.0,0.0,0.03654361067720885,3.65,43533.75,0.03654361067720885,3.65,1247,0.0,34.910785886126696,300112.75,240.6678027265437,163683.25,131.26162790697674
bloomfield twp,bedford,bloomfield twp bedford,0.0,188899.38,52132.38,0.0,0.0,0.27597962470813825,27.6,52132.38,0.27597962470813825,27.6,1016,0.0,51.311397637795274,116313.625,114.48191437007874,9236.0,9.090551181102363
bloomfield twp,crawford,bloomfield twp crawford,0.0,673737.62,229897.88,0.0,0.0,0.3412276132064586,34.12,229897.88,0.3412276132064586,34.12,1919,0.0,119.80087545596665,388384.0,202.38874413757165,228835.25,119.24713392391871
blooming grove twp,pike,blooming grove twp pike,419.62,963243.25,174110.5,0.00043563243240998567,0.04,0.1807544459823622,18.08,174530.12,0.18119007841477214,18.12,4819,0.08707615687902054,36.13000622535796,694305.625,144.0767015978419,557141.625,115.61353496576054
blooming valley boro,crawford,blooming valley boro crawford,0.0,77085.25,13324.88,0.0,0.0,0.17285900999218395,17.29,13324.88,0.17285900999218395,17.29,337,0.0,39.53970326409495,48223.875,143.0975519287834,7841.125,23.267433234421365
bloomsburg town,columbia,bloomsburg town columbia,975105.38,8044384.5,1207848.38,0.12121566043990065,12.12,0.15014801691788848,15.010000000000002,2182953.76,0.2713636773577891,27.14,14855,65.64156041736788,81.30921440592392,3170222.5,213.41114102995624,1388873.375,93.49534668461797
bloss twp,tioga,bloss twp tioga,2768.0,366439.25,208712.88,0.007553775966957687,0.76,0.5695702084315477,56.96,211480.88,0.5771239843985053,57.71,353,7.8413597733711065,591.2546175637394,60177.125,170.4734419263456,25053.5,70.97308781869688
blossburg boro,tioga,blossburg boro tioga,4506.5,1216756.38,234665.88,0.0037036995031002025,0.37,0.1928618447022238,19.29,239172.38,0.196565544205324,19.66,1538,2.9301040312093627,152.5785955786736,532719.875,346.3718302990897,343944.875,223.63125812743823
blythe twp,schuylkill,blythe twp schuylkill,1125.0,331443.88,60521.12,0.0033942397729594524,0.34,0.18259839342937936,18.26,61646.12,0.1859926332023388,18.6,924,1.2175324675324677,65.49904761904762,146325.25,158.36066017316017,55732.375,60.31642316017316
boggs twp,armstrong,boggs twp armstrong,0.0,231845.75,127272.75,0.0,0.0,0.5489544233612218,54.90000000000001,127272.75,0.5489544233612218,54.90000000000001,936,0.0,135.97516025641025,96393.0,102.98397435897436,12189.875,13.023370726495726
boggs twp,centre,boggs twp centre,0.0,999589.12,292767.62,0.0,0.0,0.2928879618057467,29.29,292767.62,0.2928879618057467,29.29,2985,0.0,98.07960469011722,609576.25,204.21314907872696,249447.25,83.56691792294808
boggs twp,clearfield,boggs twp clearfield,357046.25,836415.88,132859.12,0.42687646006912255,42.69,0.15884337346631916,15.88,489905.37,0.5857198335354418,58.57,1751,203.90990862364362,75.87613934894345,255041.5,145.65476870359794,84940.125,48.509494574528844
bolivar boro,westmoreland,bolivar boro westmoreland,0.0,95472.88,24089.12,0.0,0.0,0.25231374606066137,25.230000000000004,24089.12,0.25231374606066137,25.230000000000004,465,0.0,51.804559139784935,54813.625,117.87876344086021,22265.625,47.88306451612903
